Region,Country,year,PrimaryEnergyConsumption,CarbonDioxideEmissions,OilProduction-Barrels,OilConsumption-Barrels,OilConsumption-EJ,GasProduction-EJ,GasConsumption-EJ,CoalProduction-EJ,CoalConsumption-EJ,NuclearGeneration-TWh,NuclearConsumption-EJ,HydroGeneration-TWh,HydroConsumption-EJ,RenewablesConsumption-EJ,RenewablesPower-EJ,SolarGeneration-TWh,SolarConsumption-EJ,WindGeneration-TWh,WindConsumption-EJ,Renewablegeneration-Others,RenewableConsumption-other
NorthAmerica,Canada,1965,4.924317048,260.3325573,920,1108.116301,2.31414467,NaN,0.78006321,NaN,0.647949168,0.128,0.00128,118.088,1.18088,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1966,5.239094893,271.6989286,1012,1167.468795,2.438144002,NaN,0.854009595,NaN,0.635221296,0.172,0.00172,131,1.31,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1967,5.48021397,285.5374804,1106,1245.557068,2.603182274,NaN,0.90690192,NaN,0.629359776,0.153,0.00153,133.924,1.33924,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1968,5.836056241,308.2842014,1194,1322.15735,2.771255143,NaN,1.00987479,NaN,0.683746308,0.918,0.00918,136.2,1.362,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1969,6.18595265,320.447741,1306,1380.190329,2.885563124,NaN,1.12858677,NaN,0.660132756,0.529,0.00529,150.638,1.50638,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1970,6.624581111,344.9084603,1473,1471.579753,3.077280917,1.9445859,1.24681869,NaN,0.708741504,1.037,0.01037,158.137,1.58137,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1971,6.831992434,351.5866508,1582,1512.128247,3.160261414,2.12598,1.3307949,NaN,0.67365612,4.267,0.04267,162.461,1.62461,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1972,7.348641542,367.9774371,1829,1588.909235,3.327598328,2.4003,1.49686137,NaN,0.635681844,7.211,0.07211,181.639,1.81639,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1973,7.857611557,386.7170555,2114,1682.379178,3.511996971,2.57175,1.59184467,NaN,0.654689916,15.254,0.15254,194.654,1.94654,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1974,8.099353899,392.9812221,1993,1712.654082,3.571398285,2.51839476,1.60912683,NaN,0.665198784,14.696,0.14696,210.667,2.10667,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1975,7.956117337,389.675853,1735,1682.419918,3.496870261,2.5724358,1.6616934,NaN,0.647153676,12.57,0.1257,202.47,2.0247,0,0,0,0,0,0,0,0
NorthAmerica,Canada,1976,8.439991487,409.9783144,1598,1788.929071,3.689248987,2.5950672,1.6764381,NaN,0.7661844,17.416,0.17416,212.689,2.12689,0.00707,0.00707,0,0,0,0,0.707,0.00707
NorthAmerica,Canada,1977,8.936246164,434.5360467,1608,1811.693233,3.723233652,2.726055,1.7583912,NaN,0.979041312,26.342,0.26342,220.147,2.20147,0.01069,0.01069,0,0,0,0,1.069,0.01069
NorthAmerica,Canada,1978,9.054126246,421.0577551,1597,1849.04474,3.798015042,2.6307288,1.7751933,NaN,0.805037904,31.202,0.31202,235.254,2.35254,0.01132,0.01132,0,0,0,0,1.132,0.01132
NorthAmerica,Canada,1979,9.326797594,427.5807876,1835,1931.127589,3.954854518,2.774061,1.8022824,NaN,0.762290676,35.271,0.35271,244.121,2.44121,0.01345,0.01345,0,0,0,0,1.345,0.01345
NorthAmerica,Canada,1980,9.518029261,437.8002137,1764,1898.032459,3.893853561,2.5642062,1.7909667,NaN,0.928409,38.032,0.38032,251.148,2.51148,0.013,0.013,0,0,0,0,1.3,0.013
NorthAmerica,Canada,1981,9.4088923,418.4026669,1610,1788.171096,3.6433331,2.4777954,1.7378172,0.969542041,0.947942,40.067,0.40067,266.015,2.66015,0.01898,0.01898,0,0,0,0,1.898,0.01898
NorthAmerica,Canada,1982,9.090671025,405.7187463,1590,1608.54537,3.265935725,2.6008965,1.8403443,1.028279025,1.001681,38.337,0.38337,257.795,2.57795,0.02139,0.02139,0,0,0,0,2.139,0.02139
NorthAmerica,Canada,1983,9.028668048,387.4062854,1661,1518.12474,3.059220848,2.4462486,1.7549622,1.06601108,1.048015,48.61,0.4861,265.952,2.65952,0.02085,0.02085,0,0,0,0,2.085,0.02085
NorthAmerica,Canada,1984,9.615311746,407.2780898,1775,1539.787814,3.093219846,2.6811351,1.9480149,1.396400158,1.167377,52.21,0.5221,286.123,2.86123,0.02337,0.02337,0,0,0,0,2.337,0.02337
NorthAmerica,Canada,1985,9.921055951,402.516503,1812.795211,1556.131534,3.097168277,2.898492552,2.043361674,1.487131978,1.122086,60.521,0.60521,303.645,3.03645,0.01678,0.01678,0,0,0.001,0.00001,1.677,0.01677
NorthAmerica,Canada,1986,9.946250275,391.0521417,1805.117462,1559.479068,3.10207692,2.71854549,1.966514355,1.382118009,1.039979,71.267,0.71267,310.635,3.10635,0.01866,0.01866,0,0,0.001,0.00001,1.865,0.01865
NorthAmerica,Canada,1987,10.28827606,403.8792735,1908.769948,1627.213151,3.222403295,2.946834594,1.99032876,1.393936047,1.117744,77.261,0.77261,316.206,3.16206,0.02313,0.02313,0,0,0.001,0.00001,2.312,0.02312
NorthAmerica,Canada,1988,10.70825968,434.1141581,2002.418514,1709.77377,3.389562329,3.402967032,2.190510351,1.614194994,1.200307,82.867,0.82867,307.435,3.07435,0.02486,0.02486,0,0,0.001,0.00001,2.485,0.02485
NorthAmerica,Canada,1989,10.81539311,453.5276353,1961.456228,1770.719342,3.517148707,3.615369579,2.368012536,1.718400019,1.197786,79.31684211,0.793168421,290.4497444,2.904497444,0.03478,0.03478,0,0,0.001,0.00001,3.477,0.03477
NorthAmerica,Canada,1990,10.61927263,439.5058371,1967.735671,1747.306356,3.466733178,3.724120314,2.295376029,1.673101073,1.136171,72.46,0.7246,295.6833232,2.956833232,0.039559192,0.039559192,0,0,0.001919192,0.0000192,3.954,0.03954
NorthAmerica,Canada,1991,10.6407444,422.3614545,1983.505343,1659.168493,3.273711232,3.919628178,2.311238583,1.747975867,1.099786,84.33894737,0.843389474,307.2759919,3.072759919,0.039859192,0.039859192,0,0,0.001919192,0.0000192,3.984,0.03984
NorthAmerica,Canada,1992,10.90595461,435.5034872,2065.57906,1688.913716,3.338380413,4.318729488,2.449993068,1.553530039,1.120353,80.02210526,0.800221053,315.1746545,3.151746545,0.045260526,0.045260526,0.002052632,0.0000205,0.059,0.00059,4.465,0.04465
NorthAmerica,Canada,1993,11.14900295,430.9736696,2189.010303,1697.295781,3.351032304,4.754305071,2.599494039,1.651313059,0.994715,93.28421053,0.932842105,322.213898,3.22213898,0.048780526,0.048780526,0.002052632,0.0000205,0.059,0.00059,4.817,0.04817
NorthAmerica,Canada,1994,11.56237775,445.4020145,2281.334789,1726.13537,3.409247103,5.146095753,2.691103203,1.735268953,1.054689,107.0842105,1.070842105,327.8555808,3.278555808,0.057940526,0.057940526,0.002052632,0.0000205,0.059,0.00059,5.733,0.05733
NorthAmerica,Canada,1995,11.80898057,462.0761175,2402.127813,1848.248824,3.541224646,5.498685,2.7810684,1.800810169,1.102441,97.16421053,0.971642105,334.0597343,3.340597343,0.072007079,0.072007079,0.003842105,0.0000384,0.059,0.00059,7.137865803,0.071378658
NorthAmerica,Canada,1996,12.13633564,471.6225094,2479.917424,1889.218279,3.639662649,5.5410507,2.8280961,1.832214802,1.125471,92.12210526,0.921221053,354.5920747,3.545920747,0.075964095,0.075964095,0.005894737,0.0000589,0.062,0.00062,7.5285148,0.075285148
NorthAmerica,Canada,1997,12.22987395,486.137835,2587.590283,1968.884379,3.780707305,5.7503124,2.8838034,1.897943174,1.176648,81.95473684,0.819547368,348.6796212,3.486796212,0.082371669,0.082371669,0.006947368,0.0000695,0.062,0.00062,8.16821952,0.081682195
NorthAmerica,Canada,1998,12.06116802,500.0530073,2672.381339,2002.267713,3.858361963,5.9617476,2.8352619,1.795062996,1.258325,70.99263158,0.709926316,330.8699253,3.308699253,0.09059359,0.09059359,0.010105263,0.000101053,0.062,0.00062,8.987253723,0.089872537
NorthAmerica,Canada,1999,12.44544483,506.0830113,2604.399595,2061.212959,3.933527486,6.1394472,3.0308904,1.725393773,1.210035,72.98,0.7298,345.0007828,3.450007828,0.091184113,0.091184113,0.013263158,0.000132632,0.162,0.00162,8.943148172,0.089431482
NorthAmerica,Canada,2000,12.80838444,527.6085625,2883.728714,2042.706382,3.933278083,6.3469683,3.2119461,1.63628803,1.280648,72.29368421,0.722936842,356.7600778,3.567600778,0.091974634,0.091974634,0.016421053,0.000164211,0.264,0.00264,8.917042302,0.089170423
NorthAmerica,Canada,2001,12.49724486,525.5355786,2894.519207,2093.870156,3.990557656,6.4590921,3.0255192,1.666444998,1.331253,76.16210526,0.756675461,331.5210293,3.293682953,0.099556585,0.099556585,0.019578947,0.000194518,0.329,0.003268636,9.672149201,0.09609343
NorthAmerica,Canada,2002,12.88171351,536.5020547,3011.468329,2172.313143,4.102075381,6.5060127,3.1487949,1.434448953,1.339455,75,0.740322581,349.2746394,3.447678699,0.103386946,0.103386946,0.022736842,0.000224435,0.405,0.003997742,10.04610406,0.099164769
NorthAmerica,Canada,2003,12.93869245,548.0942424,3156.573402,2228.238177,4.244256887,6.337692,3.2322528,1.331893098,1.336665,74.37157895,0.729413563,336.1393646,3.296751461,0.099352742,0.099352742,0.022789474,0.000223512,0.69,0.006767308,9.417294047,0.092361922
NorthAmerica,Canada,2004,13.09208902,541.7463885,3230.070441,2308.590912,4.397292437,6.3624672,3.1615119,1.419746006,1.255911,89.75789474,0.874710694,338.3983606,3.297767463,0.104895528,0.104895528,0.014263158,0.000138998,0.945,0.009209236,9.804526316,0.095547295
NorthAmerica,Canada,2005,13.22634436,542.7051278,3188.008669,2290.226071,4.358575086,6.4494882,3.1156434,1.478835061,1.258182,91.4,0.885075949,361.9557495,3.505014536,0.103853393,0.103853393,0.018473684,0.000178891,1.552,0.015028861,9.154255789,0.088645642
NorthAmerica,Canada,2006,13.0556942,527.6103249,3359.120817,2278.659995,4.305825415,6.4583064,3.0688992,1.457047171,1.221034,97.28315789,0.936120953,352.8872859,3.395707845,0.128106787,0.109778072,0.022684211,0.000218282,2.448,0.023556226,8.937625263,0.086003564
NorthAmerica,Canada,2007,13.5152397,551.7009452,3433.05625,2345.400777,4.434402115,6.2884485,3.2725044,1.494529944,1.268033,92.84210526,0.887802632,367.6214596,3.515380207,0.137117346,0.114719498,0.028947368,0.000276809,2.977206,0.028469532,8.990656842,0.085973156
NorthAmerica,Canada,2008,13.46220554,545.6306909,3341.448209,2299.99709,4.379261175,5.9936976,3.2161059,1.490152023,1.230879,95.35264737,0.906146276,377.4877303,3.58730576,0.14250743,0.112160218,0.035,0.000332609,3.788514141,0.03600265,7.978966316,0.075824959
NorthAmerica,Canada,2009,12.73585736,503.7640935,3330.725337,2183.08494,4.126651504,5.5818297,3.1163814,1.387716103,0.983286,89.46503053,0.844947511,368.6874051,3.482047714,0.182543229,0.148211746,0.1093,0.001032278,6.641651515,0.062726709,8.942056842,0.084452759
NorthAmerica,Canada,2010,13.00650095,530.094931,3456.807609,2332.643509,4.431946947,5.3852787,3.1781124,1.483232106,1.036885,90.02798737,0.84504798,351.384803,3.298274532,0.21623409,0.180933762,0.2542,0.002386049,8.724191919,0.081889654,10.29755789,0.096658059
NorthAmerica,Canada,2011,13.60514367,541.0207535,3636.742724,2396.54876,4.54218996,5.4385677,3.5111232,1.484821,0.928738,92.93812211,0.867044676,375.7237242,3.505227427,0.250820409,0.195671681,0.5716,0.00533261,10.18857374,0.095051938,10.21378421,0.095287133
NorthAmerica,Canada,2012,13.46847425,526.3129651,3859.869534,2329.517932,4.407878849,5.4109872,3.4995573,1.487571,0.882526,94.20251474,0.873514228,380.2671364,3.526113446,0.278884425,0.214258481,0.881,0.008169273,11.31148788,0.104888342,10.91381895,0.101200867
NorthAmerica,Canada,2013,13.88179051,544.0960668,4127.940755,2345.336638,4.410037384,5.4691326,3.7534977,1.513102,0.869501071,102.7204537,0.946760808,391.7888717,3.611066107,0.290927442,0.218254076,1.4988,0.013814241,11.14544343,0.102726075,11.03561053,0.10171376
NorthAmerica,Canada,2014,14.03196368,553.4583123,4418.059568,2386.792135,4.481113678,5.7236976,3.945339,1.503463,0.821822536,106.5345337,0.976034949,382.5013788,3.504353949,0.303299565,0.22658764,2.1198,0.019420922,12.8170697,0.117425848,9.795245263,0.08974087
NorthAmerica,Canada,2015,13.99365026,546.233373,4572.266772,2346.753193,4.370751762,5.7872043,3.9511098,1.35476,0.832618421,101.1008347,0.920739745,382.1932566,3.480688587,0.437741947,0.362906618,2.895,0.026365179,26.96639091,0.245586774,9.987178947,0.090954665
NorthAmerica,Canada,2016,13.93667818,537.7773583,4655.475875,2393.32596,4.44221703,6.184953,3.8227086,1.370173,0.782144912,100.7234863,0.911875349,385.4324253,3.489417814,0.488314474,0.412505722,3.271717172,0.029619688,30.93311717,0.28004538,11.35952316,0.102840653
NorthAmerica,Canada,2017,14.10948202,549.107572,5037.332018,2393.007348,4.445907745,6.3216549,3.9355857,1.322236,0.779341037,100.59476,0.90535284,394.5873848,3.551286464,0.492008236,0.413504139,3.580808081,0.032227273,31.51361515,0.283622536,10.85048105,0.097654329
NorthAmerica,Canada,2018,14.34953417,565.635679,5500.678681,2443.311147,4.589797193,6.4451412,4.2580566,1.175158,0.65057431,100.0311537,0.895015586,385.878798,3.452599771,0.503490709,0.421232985,3.854141414,0.034484423,33.18639192,0.296930875,10.03844737,0.089817687
NorthAmerica,Canada,2019,14.21405757,556.1885522,5650.772745,2402.541314,4.499920662,6.23175339,4.331248844,1.11491501,0.558632507,100.4858655,0.895769125,381.9769464,3.405087404,0.523399026,0.439441566,4.314705051,0.038462918,34.1721163,0.304623208,10.8089903,0.09635544
NorthAmerica,Mexico,1965,1.050252713,62.13418851,362,315.8710877,0.642413923,NaN,0.29032879,NaN,0.02888,0,0,8.863,0.08863,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1966,1.111571584,65.05656085,370,333.0484837,0.673178278,NaN,0.306408306,NaN,0.030805,0,0,10.118,0.10118,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1967,1.132470268,66.64835292,411,357.3059571,0.720994839,NaN,0.263507429,NaN,0.037798,0,0,11.017,0.11017,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1968,1.232996553,72.17178623,439,386.1447624,0.78402204,NaN,0.282931513,NaN,0.039623,0,0,12.642,0.12642,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1969,1.353689335,79.10762795,461,410.0219056,0.828570415,NaN,0.35089392,NaN,0.040165,0,0,13.406,0.13406,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1970,1.444834071,84.17308579,487,440.7359872,0.89090901,0.397091061,0.358830061,NaN,0.045045,0,0,15.005,0.15005,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1971,1.519983611,89.46254018,486,467.2848515,0.94477238,0.393054231,0.372940231,NaN,0.056551,0,0,14.572,0.14572,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1972,1.680465957,99.66826613,506,523.3531661,1.063847141,0.408528816,0.398806816,NaN,0.062502,0,0,15.531,0.15531,0,0,0,0,0,0,0,0
NorthAmerica,Mexico,1973,1.812694531,107.674113,525,564.1778055,1.138484147,0.443901384,0.441885384,NaN,0.067005,0,0,16.371,0.16371,0.00161,0.00161,0,0,0,0,0.161,0.00161
NorthAmerica,Mexico,1974,1.996772199,120.8601111,653,629.4570693,1.28610789,0.465343309,0.464929309,NaN,0.074025,0,0,16.708,0.16708,0.00463,0.00463,0,0,0,0,0.463,0.00463
NorthAmerica,Mexico,1975,2.134191159,131.131467,806,690.2488443,1.419159931,0.473005228,0.473005228,NaN,0.085026,0,0,15.182,0.15182,0.00518,0.00518,0,0,0,0,0.518,0.00518
NorthAmerica,Mexico,1976,2.270718536,138.8737995,894,753.8270592,1.563250798,0.463877738,0.463877738,NaN,0.06525,0,0,17.255,0.17255,0.00579,0.00579,0,0,0,0,0.579,0.00579
NorthAmerica,Mexico,1977,2.394828261,146.5312699,1085,780.1563001,1.613531315,0.491949946,0.489594946,NaN,0.093852,0,0,19.193,0.19193,0.00592,0.00592,0,0,0,0,0.592,0.00592
NorthAmerica,Mexico,1978,2.69844411,165.1439962,1327,888.9484424,1.816629987,0.615811124,0.615811124,NaN,0.097853,0,0,16.217,0.16217,0.00598,0.00598,0,0,0,0,0.598,0.00598
NorthAmerica,Mexico,1979,2.983510074,180.231301,1607,961.9224717,1.949552318,0.747556756,0.747556756,NaN,0.096131,0,0,18.008,0.18008,0.01019,0.01019,0,0,0,0,1.019,0.01019
NorthAmerica,Mexico,1980,3.25165851,198.1250852,2129,1071.68923,2.173209813,0.904148697,0.802861697,NaN,0.097337,0,0,16.91,0.1691,0.00915,0.00915,0,0,0,0,0.915,0.00915
NorthAmerica,Mexico,1981,3.591403634,210.965472,2553,1195.702533,2.379097972,0.974084662,0.870449662,0.071145,0.086036,0,0,24.618,0.24618,0.00964,0.00964,0,0,0,0,0.964,0.00964
NorthAmerica,Mexico,1982,3.744463175,221.3377096,3001,1254.638025,2.463383975,1.0386832,0.9358432,0.085547,0.103036,0,0,22.924,0.22924,0.01296,0.01296,0,0,0,0,1.296,0.01296
NorthAmerica,Mexico,1983,3.703859845,217.8277409,2930,1227.687988,2.400183858,1.047461987,0.965512987,0.108636,0.117303,0,0,20.733,0.20733,0.01353,0.01353,0,0,0,0,1.353,0.01353
NorthAmerica,Mexico,1984,3.875440391,226.5293377,2942,1293.317853,2.540631377,1.030297014,0.966902014,0.118361,0.117637,0,0,23.603,0.23603,0.01424,0.01424,0,0,0,0,1.424,0.01424
NorthAmerica,Mexico,1985,4.065132934,233.8940697,2912,1356.872735,2.645929386,0.999495631,0.991002631,0.12144,0.127518,0,0,28.42729167,0.284272917,0.01641,0.01641,0,0,0,0,1.641,0.01641
NorthAmerica,Mexico,1986,3.947957554,230.3721203,2758,1393.829721,2.678717626,0.887817928,0.881717928,0.131527,0.140607,0,0,21.2975,0.212975,0.03394,0.03394,0,0,0,0,3.394,0.03394
NorthAmerica,Mexico,1987,4.079445318,239.9322349,2879,1448.322355,2.809155724,0.902415649,0.897275649,0.145985,0.135982,0,0,19.28519444,0.192851944,0.04418,0.04418,0,0,0,0,4.418,0.04418
NorthAmerica,Mexico,1988,4.108589081,240.956921,2877,1434.998001,2.80224974,0.914156231,0.912946231,0.130337,0.128702,0,0,21.83611111,0.218361111,0.04633,0.04633,0,0,0,0,4.633,0.04633
NorthAmerica,Mexico,1989,4.337943074,253.8715087,2897,1537.54114,2.998795878,0.877553252,0.892671252,0.140023,0.142464,0.372,0.00372,25.35419444,0.253541944,0.04675,0.04675,0,0,0,0,4.675,0.04675
NorthAmerica,Mexico,1990,4.564141535,267.7068241,2940.776929,1610.785804,3.132003446,0.949901029,0.965430645,0.141757,0.141268,2.937,0.02937,24.48094444,0.244809444,0.05126,0.05126,0.001,0.00001,0.001,0.00001,5.124,0.05124
NorthAmerica,Mexico,1991,4.741419433,277.1160314,3099.631422,1686.530326,3.26125353,0.963327482,1.01650014,0.128723,0.136638,4.242,0.04242,22.62526389,0.226252639,0.058355125,0.058355125,0.002,0.00002,0.001,0.00001,5.832512475,0.058325125
NorthAmerica,Mexico,1992,4.823497015,279.9889234,3098.273033,1708.33885,3.297676369,0.933751158,1.016621472,0.119562,0.138177,3.919,0.03919,26.81369444,0.268136944,0.06369523,0.06369523,0.003,0.00003,0.001,0.00001,6.365522981,0.06365523
NorthAmerica,Mexico,1993,4.848054439,283.9665735,3115.344899,1714.927473,3.29154022,1.00001556,1.019754307,0.129415,0.155853,4.931,0.04931,26.65493056,0.266549306,0.065047607,0.065047607,0.004,0.00004,0.001,0.00001,6.49976067,0.064997607
NorthAmerica,Mexico,1994,5.127171824,307.6164764,3135.955619,1824.336785,3.547729351,1.05202835,1.083708025,0.175,0.188346,4.239,0.04239,20.27131944,0.202713194,0.062285254,0.062285254,0.005,0.00005,0.005,0.00005,6.2185254,0.062185254
NorthAmerica,Mexico,1995,5.04618805,294.8601235,3054.768086,1722.421663,3.306927522,1.050705044,1.104848427,0.172707,0.209731,8.443,0.08443,27.59866667,0.275986667,0.064264435,0.064264435,0.005,0.00005,0.007,0.00007,6.414443481,0.064144435
NorthAmerica,Mexico,1996,5.205132773,306.2983892,3270.057022,1744.858541,3.384526873,1.108980973,1.12601857,0.191191,0.240479,7.878,0.07878,31.33627778,0.313362778,0.061965552,0.061965552,0.006,0.00006,0.006,0.00006,6.184555154,0.061845552
NorthAmerica,Mexico,1997,5.294514662,319.9284782,3408.626121,1783.883646,3.494863996,1.119833001,1.131746231,0.189709,0.240711,10.456,0.10456,26.36209722,0.263620972,0.059012462,0.059012462,0.006,0.00006,0.012,0.00012,5.883246225,0.058832462
NorthAmerica,Mexico,1998,5.530348362,337.0894123,3498.555624,1881.034061,3.678866962,1.185628073,1.205244095,0.199411,0.246052,9.265,0.09265,24.59294444,0.245929444,0.06160586,0.06160586,0.007,0.00007,0.015,0.00015,6.138586032,0.06138586
NorthAmerica,Mexico,1999,5.599980234,333.9028767,3351.690314,1874.442378,3.645154555,1.232469661,1.216471466,0.203846,0.250371,10.002,0.10002,32.71232,0.3271232,0.060840013,0.060840013,0.007,0.00007,0.017,0.00017,6.060001313,0.060600013
NorthAmerica,Mexico,2000,5.86144171,353.8459988,3455.945608,1951.930531,3.817484526,1.201632091,1.292878933,0.226702,0.274273,8.221,0.08221,33.07488,0.3307488,0.063846451,0.063846451,0.007,0.00007,0.019,0.00019,6.358645108,0.063586451
NorthAmerica,Mexico,2001,5.789725902,352.3507783,3568.128043,1925.034866,3.754114304,1.193065354,1.302858872,0.17425729,0.301224899,8.726,0.086693377,28.43533,0.28250685,0.062327601,0.062327601,0.008,0.0000795,0.018,0.000178831,6.247497045,0.062069289
NorthAmerica,Mexico,2002,5.978006644,371.5853306,3592.648327,1847.961492,3.59001423,1.2141983,1.478477679,0.141972044,0.504380882,9.74662112,0.096208583,24.86159,0.245407953,0.063517318,0.060213499,0.008,0.000079,0.021,0.00020729,6.071060368,0.059927241
NorthAmerica,Mexico,2003,6.027918284,372.8648424,3794.699589,1900.678999,3.684249379,1.254254691,1.602338569,0.184782567,0.371946142,10.50150777,0.102995557,19.852205,0.194704318,0.071684318,0.06842545,0.008,0.0000785,0.019,0.000186346,6.949712539,0.068160642
NorthAmerica,Mexico,2004,6.352661472,390.4261008,3830.180329,1975.24699,3.833957793,1.332973617,1.728789135,0.246049115,0.380590926,9.193935356,0.08959695,25.17639361,0.245349568,0.074377099,0.071050806,0.009,0.0000877,0.02,0.000194904,7.261834336,0.070768194
NorthAmerica,Mexico,2005,6.760528151,416.5913999,3765.620805,2017.377751,3.926825295,1.595228081,1.897644081,0.254210103,0.480346286,10.80490604,0.104629786,27.70944556,0.268325644,0.082757059,0.079071166,0.009,0.0000872,0.019,0.000183987,8.13751914,0.078800027
NorthAmerica,Mexico,2006,6.974474415,427.3187546,3689.125731,2008.086363,3.88671392,1.744279209,2.098378209,0.283390614,0.515513829,10.86624109,0.104561943,30.44647472,0.292975511,0.076331002,0.072577685,0.01,0.0000962,0.045,0.000433019,7.48738685,0.07204844
NorthAmerica,Mexico,2007,7.01077296,429.600655,3478.530384,2088.873899,4.037532145,1.686908675,2.053489675,0.305795733,0.473701501,10.42072502,0.099648183,27.33967417,0.261435634,0.084965822,0.081347354,0.009,0.0000861,0.248,0.0023715,8.249912841,0.078889792
NorthAmerica,Mexico,2008,7.157985196,432.2357938,3165.327712,2080.436643,4.027655405,1.700300822,2.159876822,0.289816096,0.423163079,9.80397628,0.093168222,39.22390917,0.37274895,0.081372718,0.077641875,0.019,0.000180559,0.255,0.002423292,7.896158096,0.075038024
NorthAmerica,Mexico,2009,7.101147062,433.5439254,2978.494802,2021.321154,3.891221064,1.89298984,2.34607684,0.254668422,0.431087216,10.5010789,0.099176856,26.72200556,0.252374497,0.081210589,0.077165097,0.027,0.000255,0.596352778,0.005632221,7.547069263,0.071277876
NorthAmerica,Mexico,2010,7.30895117,442.6110639,2959.36648,2039.738801,3.908111548,1.842401441,2.377603441,0.306487727,0.533227517,5.879240639,0.05518551,37.15799056,0.348783592,0.086039561,0.08181427,0.031,0.000290982,1.239111111,0.01163092,7.446049653,0.069892368
NorthAmerica,Mexico,2011,7.660040872,465.8469047,2940.31338,2065.143677,3.973257792,1.87556367,2.54910567,0.392282297,0.616777342,10.08919503,0.094124807,36.27041917,0.338376471,0.088398789,0.084488147,0.041,0.0003825,1.648321389,0.015377632,7.366924462,0.068728015
NorthAmerica,Mexico,2012,7.705558421,473.9722904,2911.097981,2082.999487,4.037397559,1.830606732,2.651535732,0.310805383,0.537357637,8.769598816,0.081318098,31.91068806,0.295899107,0.102050288,0.097532822,0.069,0.000639818,3.688310278,0.034200695,6.760935214,0.062692308
NorthAmerica,Mexico,2013,7.738308624,472.839136,2874.752731,2034.163494,3.925492646,1.889569411,2.800622389,0.299877176,0.533615796,11.79986961,0.108757834,28.02132194,0.258268811,0.111551148,0.107033682,0.106,0.000976988,4.184543889,0.038568386,7.322260778,0.067488307
NorthAmerica,Mexico,2014,7.697182235,459.6309514,2784.200879,1959.694886,3.747803129,1.846792917,2.838544108,0.30372983,0.532579861,9.677208057,0.088659451,38.89276889,0.356322972,0.133272713,0.126283002,0.221,0.002024731,6.426196667,0.058874736,7.136634289,0.065383536
NorthAmerica,Mexico,2015,7.688300012,463.1213354,2586.540847,1939.288594,3.704738429,1.726090111,2.908184984,0.287686565,0.531541631,11.57713787,0.105434648,30.89154056,0.281333673,0.157066647,0.149649912,0.246,0.002240357,8.745094722,0.079642827,7.441052465,0.067766728
NorthAmerica,Mexico,2016,7.785419361,468.7914758,2455.799498,1950.178577,3.731627938,1.571451265,2.989081322,0.254165143,0.520679917,10.56717425,0.095667317,30.69735306,0.277910948,0.170451918,0.162585684,0.252276111,0.00228392,10.37809472,0.093955532,7.32844,0.066346232
NorthAmerica,Mexico,2017,7.895340852,476.945856,2224.15016,1883.227421,3.593102109,1.377663974,3.097207128,0.308240015,0.636310043,10.88286175,0.097945756,31.84765583,0.286628902,0.184146913,0.17583118,1.186506111,0.010678555,10.61978167,0.095578035,7.730509998,0.06957459
NorthAmerica,Mexico,2018,7.833321661,466.5756282,2068.371143,1821.227248,3.484227552,1.266877,3.152677458,0.279578,0.567163673,13.64979357,0.122129732,32.48555556,0.290660234,0.216463012,0.208147279,3.18,0.028452632,13.08861111,0.117108626,6.994908277,0.062586021
NorthAmerica,Mexico,2019,7.720742455,454.9729186,1918.142825,1733.349597,3.291532486,1.223640003,3.264027225,0.264458422,0.50751622,11.25121131,0.100297566,23.79043502,0.212076963,0.345291996,0.336863888,12.43931414,0.110888765,17.59845041,0.156879263,7.751056654,0.069095859
NorthAmerica,US,1965,52.43379507,3480.084706,9014.148,11522.1877,23.69181952,NaN,14.97314197,NaN,11.60727883,3.849156842,0.038491568,198.9740859,1.989740859,0.133322321,0.133322321,0,0,0,0,13.3322321,0.133322321
NorthAmerica,US,1966,55.383038,3675.466374,9579.241,12100.34731,24.87597627,NaN,16.13792204,NaN,12.17104624,5.810430526,0.058104305,199.9369071,1.999369071,0.140620069,0.140620069,0,0,0,0,14.0620069,0.140620069
NorthAmerica,US,1967,57.31177572,3772.622833,10219.252,12566.88047,25.83758436,NaN,17.03947824,NaN,11.94118808,8.05812,0.0805812,227.2208131,2.272208131,0.140735707,0.140735707,0,0,0,0,14.07357074,0.140735707
